Ticker,Composite_Score,Prior_pi,View_Q,Confidence,mu_BL
IWDA.L,0.11149,0.03976,0.070977,0.3404,0.070191
VGK,-0.194669,0.048164,-0.006343,0.3706,0.019689
EWJ,-0.015027,0.052953,0.048746,0.3055,0.059824
IUSN.DE,-0.067969,0.041555,0.022523,0.3247,0.061258
IEMA.L,0.332239,0.043054,0.136081,0.4205,0.11679
MCHI,0.141,0.047648,0.087128,0.3511,0.113302
EWZ,-0.155718,0.05018,0.006579,0.3565,0.034957
INDA,-0.466397,0.032985,-0.097606,0.4692,-0.003754
EWT,0.412293,0.059588,0.17503,0.4496,0.155967
EWY,1.507902,0.064891,0.487104,0.847,0.254075
XLY,-0.120517,0.057945,0.0242,0.3437,0.025316
XLC,-0.027701,0.045398,0.037642,0.31,0.015843
XLF,-0.443375,0.04441,-0.079735,0.4608,-0.027582
KBE,-0.477056,0.053879,-0.079697,0.473,-0.047705
XLE,-0.415136,0.041253,-0.074985,0.4506,-0.026854
XOP,-0.581264,0.051279,-0.111475,0.5108,-0.012652
XLI,-0.044085,0.046689,0.034345,0.316,0.02394
IYT,-0.190984,0.054931,0.001455,0.3693,0.030543
XLB,-0.587014,0.051284,-0.11308,0.5129,-0.022921
ITB,-0.500878,0.057364,-0.082882,0.4817,-0.108003
XLV,-0.475888,0.039705,-0.093544,0.4726,-0.034452
XBI,0.753758,0.051881,0.262933,0.5734,0.085855
XLP,-0.708806,0.031726,-0.16674,0.5571,-0.103265
XLU,-0.051632,0.037136,0.022679,0.3187,0.009913
XLK,0.713316,0.062725,0.262453,0.5587,0.167785
SOXX,1.390832,0.084817,0.47425,0.8045,0.308814
IGV,-0.232455,0.058629,-0.006459,0.3843,0.080141
CIBR,-0.305026,0.055371,-0.030036,0.4106,0.056697
BOTZ,0.253262,0.065406,0.136319,0.3919,0.132527
VNQ,-0.55568,0.042391,-0.113199,0.5016,-0.056375
LIT,1.654129,0.063503,0.52666,0.9,0.292538
GLD,0.021295,0.040937,0.046899,0.3077,0.073416
SLV,0.526192,0.059521,0.206855,0.4909,0.195127
DBA,-0.613811,0.035995,-0.135873,0.5226,-0.017801
COPX,1.126929,0.079047,0.394587,0.7088,0.256053
TLT,-0.296497,0.027439,-0.05558,0.4075,-0.024719
IEF,-0.320286,0.026089,-0.063591,0.4162,-0.015404
TIP,-0.320327,0.027078,-0.062614,0.4162,-0.013238
HYG,-0.271665,0.031003,-0.045063,0.3985,0.0045
LQD,-0.247744,0.029307,-0.040061,0.3899,-0.006785
EMB,-0.128402,0.030694,-0.005258,0.3466,0.013882
BITO,-1.043142,0.074091,-0.217989,0.6784,0.067039
