Date,Strategy,SP500
2020-01-02,100000.0,100000.0
2020-01-03,100000.0,99242.77622539789
2020-01-06,100000.0,99621.38811269894
2020-01-07,100000.0,99341.24019163623
2020-01-08,100000.0,99870.72942484463
2020-01-09,100000.0,100547.90946783613
2020-01-10,100000.0,100258.55142945955
2020-01-13,100000.0,100948.07673014521
2020-01-14,100000.0,100794.15675619668
2020-01-15,100000.0,101021.93241418556
2020-01-16,100000.0,101862.25282758825
2020-01-17,100000.0,102179.31317194796
2020-01-20,100000.0,102179.31317194796
2020-01-21,100000.0,101979.2398199422
2020-01-22,100000.0,101991.58507763635
2020-01-23,100000.0,102108.5823491391
2020-01-24,100000.0,101200.49150777844
2020-01-27,100000.0,99578.29792098048
2020-01-28,100000.0,100621.78571017405
2020-01-29,100000.0,100538.67879222469
2020-01-30,100000.0,100864.95953304705
2020-01-31,100000.0,99033.47219778069
2020-02-03,100295.48383041608,99769.130318226
2020-02-04,101385.07895682228,101289.74535670292
2020-02-05,102488.58793401807,102459.43025556431
2020-02-06,102905.50277299485,102804.21346420472
2020-02-07,102235.26524342084,102256.28343807101
2020-02-10,102866.49666617287,103019.66442279701
2020-02-11,103166.06201715073,103198.21323724111
2020-02-12,103463.73318874327,103863.08913913362
2020-02-13,103532.69210525739,103752.27991520113
2020-02-14,103675.0897256085,103918.49375109987
2020-02-17,103690.64683433759,103918.49375109987
2020-02-18,103610.11344880662,103650.6910877313
2020-02-19,104513.11095630613,104146.24885079116
2020-02-20,104001.75228361461,103718.39984079654
2020-02-21,103516.34900988215,102650.2832111074
2020-02-24,101060.62483156794,99245.83941173666
2020-02-25,98438.59204795548,96238.52024663378
2020-02-26,98385.91653684947,95884.51664153072
2020-02-27,95376.95570425365,91578.17004836956
2020-02-28,93718.0833534109,91193.40095094462
2020-03-02,97062.16275957032,95142.68075266395
2020-03-03,95810.96279749807,92418.50074092104
2020-03-04,99385.66685912678,96303.1349759139
2020-03-05,97291.16015886192,93101.83799403645
2020-03-06,95724.1290351603,91562.78216263422
2020-03-09,90055.51171080896,84412.2464956326
2020-03-10,92886.63015848756,88780.12407343753
2020-03-11,88783.7231584008,84452.25294271471
2020-03-12,81279.38820930506,76372.08647806759
2020-03-13,85706.30819477265,82900.83643489516
2020-03-16,76768.23816741089,73829.52360668193
2020-03-17,80305.52484086074,77815.74152957024
2020-03-18,76842.94833911551,73875.71296175993
2020-03-19,76920.58774284429,74032.68584289843
2020-03-20,74553.41747538686,70842.30017745923
2020-03-23,73262.40356860474,69030.99081126331
2020-03-24,79395.63394932011,75285.44168268843
2020-03-25,80780.48705785011,76412.46811408046
2020-03-26,84475.29994190711,80874.17890159483
2020-03-27,82439.54468276807,78465.28094147136
2020-03-30,84137.64677495991,81013.49734469029
2020-03-31,82487.21551652651,79805.9646199922
2020-04-01,80933.55748703357,76214.30668374924
2020-04-02,81506.70374901246,77972.99194772601
2020-04-03,80993.63083709963,76845.93981846201
2020-04-06,83038.57017359804,82007.39852013151
2020-04-07,83326.94516269452,82091.01939552027
2020-04-08,84156.98043638558,84846.65874212823
2020-04-09,84793.71926013088,86137.80206306628
2020-04-13,84384.77366534328,85351.34952888606
2020-04-14,85289.3967303881,87868.62055467932
2020-04-15,84447.97455105893,86001.59306247914
2020-04-16,84622.65193970784,86416.47492627795
2020-04-17,85355.74357177461,88751.04436151683
2020-04-20,84933.1655953071,87187.42136451177
2020-04-21,83822.67162480892,84540.1499439992
2020-04-22,84748.82583656423,86416.47492627795
2020-04-23,84694.92596067357,86410.2765995589
2020-04-24,84877.60828627672,87614.72557962064
2020-04-27,85525.20694204074,88877.99184904617
2020-04-28,85875.986729041,88469.25177664807
2020-04-29,86796.2388036903,90785.28790662257
2020-04-30,86038.49279986668,89940.01294350416
2020-05-01,85220.02080165196,87558.9817557444
2020-05-04,85279.69463385383,87800.48007736499
2020-05-05,85615.68566752496,88611.720778847
2020-05-06,85403.66856702906,88011.03816113429
2020-05-07,85966.36077372139,89073.05925559226
2020-05-08,86476.84054350894,90546.86305048954
2020-05-11,86456.00042914411,90565.41691405152
2020-05-12,86015.51330070237,88760.36754946738
2020-05-13,85646.72722259503,87190.56678404084
2020-05-14,85741.25078536096,88233.97234004411
2020-05-15,85766.18379378089,88639.57727206193
2020-05-18,86729.4021735154,91339.52933011198
2020-05-19,86496.39905462117,90401.35142024943
2020-05-20,87018.022252581,91937.09736574198
2020-05-21,86565.54668418886,91302.34964894652
2020-05-22,86485.97123927587,91475.73833069913
2020-05-25,86487.28063987056,91475.73833069913
2020-05-26,87087.2079769845,92602.76476209116
2020-05-27,87253.49126621902,93980.63326135188
2020-05-28,87431.83771262434,93807.2137421529
2020-05-29,87689.08390659382,94225.24616505517
2020-06-01,88127.61696857502,94606.04751104803
2020-06-02,88469.99548782049,95389.40088186873
2020-06-03,88855.14877290852,96658.88603631088
2020-06-04,88646.45618307298,96404.9910612522
2020-06-05,89456.583538687,98875.81061367341
2020-06-08,89936.33454493678,100070.96724323097
2020-06-09,89744.17492278284,99324.7421578318
2020-06-10,89985.59881623933,98770.54185093754
2020-06-11,87445.62863122085,93076.49989227451
2020-06-12,87905.1997767229,94191.12967022846
2020-06-15,88054.6680698272,95070.500569876
2020-06-16,88907.36069692831,96900.38435793147
2020-06-17,88953.93424784797,96497.88372884756
2020-06-18,89016.1979091945,96535.0120142691
2020-06-19,89005.07632344888,95983.33009882785
2020-06-22,89366.54036929329,96599.08194866346
2020-06-23,89647.05324812101,97043.81960011645
2020-06-24,88631.05469988509,94568.34359329438
2020-06-25,88966.59009705643,95582.16575908636
2020-06-26,88239.44135235953,93311.93351611031
2020-06-29,88792.81955964275,94683.40838482502
2020-06-30,89334.28865114428,95896.27598774397
2020-07-01,89605.42682075384,96568.00808187794
2020-07-02,89962.60271645089,97099.77928611723
2020-07-03,89946.8722652816,97099.77928611723
2020-07-06,90822.35808841097,98598.74643724703
2020-07-07,90683.36739084804,97581.81996852113
2020-07-08,91148.18791622155,98328.16840370576
2020-07-09,91063.98766092736,97768.40707731729
2020-07-10,91323.35012839083,98766.6974492909
2020-07-13,91039.47326373938,97911.45171184832
2020-07-14,91436.87187029031,99180.32011736321
2020-07-15,91898.81451183706,100091.504982509
2020-07-16,91490.70127517774,99761.84240173546
2020-07-17,91992.59596601228,100051.03597373143
2020-07-20,92359.52879103045,100859.62465482618
2020-07-21,92524.7240759891,101074.20188577152
2020-07-22,92999.67850917809,101649.5464017223
2020-07-23,92846.5434973087,100436.67879880335
2020-07-24,92351.26974181128,99789.8530821822
2020-07-27,93017.63653747563,100517.55514146575
2020-07-28,92934.12471697257,99880.03205449758
2020-07-29,93649.93637010978,101108.4211720861
2020-07-30,93516.9031248421,100747.67444537824
2020-07-31,93709.93897664477,101543.80479814218
2020-08-03,94806.1910266078,102249.74589944197
2020-08-04,95261.43250262417,102644.71191246441
2020-08-05,95671.06414286468,103282.21444113502
2020-08-06,95736.57042946617,103972.62374861643
2020-08-07,95417.03818637597,104047.25036881586
2020-08-10,95431.42948979788,104358.25629453955
2020-08-11,95115.42800698546,103496.81223037792
2020-08-12,96269.35834243077,104939.80941635816
2020-08-13,96056.97865733244,104750.07688803293
2020-08-14,95884.48707263349,104753.20174926442
2020-08-17,96563.64892546508,105085.95835382311
2020-08-18,96630.99897705937,105312.97335480168
2020-08-19,96132.2042468729,104874.48542581168
2020-08-20,95959.81172921185,105201.03342450253
2020-08-21,96213.19350220685,105574.21792124363
2020-08-24,96884.6099066141,106644.01005218519
2020-08-25,97173.41566032199,107017.17399062871
2020-08-26,97483.00289938074,108090.10126195053
2020-08-27,97495.1750945297,108326.43945087965
2020-08-28,98161.80029575498,109026.17194631159
2020-08-31,98042.77886442789,108631.20593328915
2020-09-01,98884.2704751497,109654.36156618045
2020-09-02,99824.70160705216,111240.43422413808
2020-09-03,97351.50100930675,107412.11944535357
2020-09-04,96730.14535618623,106535.14358737359
2020-09-07,96842.64052494652,106535.14358737359
2020-09-08,95157.95934781794,103624.3250710906
2020-09-09,96423.39800917203,105670.62605772441
2020-09-10,95556.99773543674,103835.77744080444
2020-09-11,95768.48592611228,103888.64310302009
2020-09-14,97011.32405789143,105256.99311050332
2020-09-15,97703.55316627891,105788.82598963533
2020-09-16,97552.17791045025,105368.94331995126
2020-09-17,97259.43244848018,104442.2266609871
2020-09-18,96752.05633935695,103239.79239408777
2020-09-21,95742.26349423981,102090.77886343862
2020-09-22,96089.02690227417,103130.52504247344
2020-09-23,94658.23271591026,100738.83437742075
2020-09-24,94598.95690746623,101007.32574375809
2020-09-25,95336.54307279542,102640.31243678324
2020-09-28,96273.01912230183,104345.11954238874
2020-09-29,96505.05611524348,103776.85735995276
2020-09-30,97219.88629412893,104563.67480391495
2020-10-01,98163.71367675888,105234.97517379984
2020-10-02,97572.79353272138,104235.81107417928
2020-10-05,98639.39807250537,106084.22816749914
2020-10-06,97863.40488841306,104576.18452798971
2020-10-07,98846.41925919236,106396.47787022615
2020-10-08,99328.72289383592,107339.41502597746
2020-10-09,100727.18329421565,108297.97648788623
2020-10-12,101346.69799648674,110040.26136997205
2020-10-13,100756.71578544722,109322.10863991237
