Ticker,Composite_Score,Prior_pi,View_Q,Confidence,mu_BL
IWDA.L,0.354504,0.033079,0.13234,0.4052,0.078018
VGK,0.624844,0.043389,0.218346,0.4854,0.08038
EWJ,0.173386,0.047208,0.095756,0.3514,0.059427
IUSN.DE,-0.599163,0.03364,-0.134125,0.4778,0.009295
IEMA.L,0.696346,0.035836,0.230813,0.5066,0.145791
MCHI,0.912555,0.044025,0.299541,0.5708,0.176603
EWZ,-0.138041,0.046908,0.008257,0.341,0.109146
INDA,-0.364993,0.035065,-0.067133,0.4083,0.023848
EWT,0.575373,0.046071,0.207175,0.4707,0.159303
EWY,2.022123,0.051156,0.617351,0.9,0.296288
XLY,-0.546515,0.047258,-0.105766,0.4622,0.007525
XLC,0.131318,0.040213,0.076982,0.339,0.051003
XLF,-0.059329,0.040606,0.023994,0.3176,0.01509
KBE,-0.553677,0.05338,-0.101649,0.4643,-0.048445
XLE,-0.480488,0.035991,-0.098546,0.4426,-0.043527
XOP,-0.776319,0.041759,-0.17561,0.5303,-0.060489
XLI,0.604256,0.042048,0.21124,0.4793,0.049765
IYT,-0.620295,0.05285,-0.120833,0.4841,-0.006719
XLB,-0.429136,0.046366,-0.073792,0.4273,-0.00847
ITB,-1.077663,0.060332,-0.241414,0.6198,-0.145905
XLV,-1.273905,0.040621,-0.316073,0.678,-0.107444
XBI,-0.957952,0.048239,-0.219987,0.5842,-0.070671
XLP,-0.226957,0.034589,-0.028959,0.3673,-0.005474
XLU,0.514199,0.034144,0.178119,0.4526,0.054353
XLK,0.856608,0.044549,0.284399,0.5542,0.139577
SOXX,0.581847,0.054353,0.21727,0.4726,0.171205
IGV,0.108931,0.047148,0.077649,0.3323,0.098841
CIBR,0.086901,0.045066,0.069398,0.3258,0.085039
BOTZ,-0.345132,0.053583,-0.043054,0.4024,0.091587
VNQ,-0.383612,0.042095,-0.065316,0.4138,-0.020384
LIT,-0.374097,0.053627,-0.05112,0.411,0.063016
GLD,0.608322,0.028705,0.199035,0.4805,0.09522
SLV,0.581664,0.038646,0.201512,0.4726,0.138628
DBA,-0.836173,0.032501,-0.201627,0.5481,-0.036943
COPX,0.13634,0.054723,0.092898,0.3405,0.124238
TLT,-0.449315,0.030396,-0.095412,0.4333,0.003772
IEF,-0.099013,0.027513,-0.00021,0.3294,0.016327
TIP,-0.105997,0.02797,-0.001709,0.3315,0.015309
HYG,-0.009115,0.030975,0.028422,0.3027,0.027601
LQD,-0.084902,0.030369,0.006596,0.3252,0.019422
EMB,0.072051,0.031752,0.051926,0.3214,0.034218
BITO,0.452988,0.055417,0.182253,0.4344,0.117361
