Date,Portfolio Value,Rebalance,Selected ETFs,N ETFs,Weight XEON,Regime,Reason
2020-01-31,100000.0,True,"IWDA.L, VGK, EWJ, MCHI, EWT, XLC, XLF, ITB, XLV, XBI, XLK, SOXX, GLD, SLV",14,0.0094,normal,"rebalance: EWJ peso=0.0000 fuera de [0.0137, 0.0537]"
2020-02-28,93831.77,True,"MCHI, EWT, EWY, XLF, ITB, XLV, XLP, XLU, XLK, SOXX, IGV, BOTZ, LIT, GLD",14,0.0334,normal,"rebalance: BOTZ peso=0.0000 fuera de [0.0166, 0.0566]"
2020-03-31,79746.11,True,"IWDA.L, MCHI, EWT, XLC, ITB, XLV, XBI, XLK, SOXX, IGV, BOTZ, LIT, GLD, DBA, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,crisis,"rebalance: DBA peso=0.0000 fuera de [0.0192, 0.0592]"
2020-04-30,87259.82,True,"IWDA.L, EWJ, MCHI, EWT, XLC, XLV, XBI, XLP, XLK, SOXX, IGV, CIBR, BOTZ, GLD, DBA, TLT, IEF, TIP, HYG, LQD",20,0.0,crisis,"rebalance: CIBR peso=0.0000 fuera de [0.0128, 0.0528]"
2020-05-29,90418.01,True,"MCHI, EWT, XLY, XLC, XLV, XBI, XLP, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, DBA, TLT, IEF, TIP, HYG, LQD",20,0.0,caution,"rebalance: DBA peso=0.0935 fuera de [0.0312, 0.0712]"
2020-06-30,92831.18,True,"IWDA.L, EWJ, MCHI, XLY, XLC, XLV, XLP, XLU, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, TLT, IEF, TIP, HYG, LQD",20,0.0,caution,"rebalance: BOTZ peso=0.0122 fuera de [0.0135, 0.0535]"
2020-07-31,98842.47,True,"IWDA.L, EWT, XLY, XLC, XLB, XLV, XBI, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: CIBR peso=0.0392 fuera de [0.0000, 0.0334]"
2020-08-31,102112.78,True,"EWT, XLY, XLC, XLB, ITB, XLV, XLP, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: EWT peso=0.0310 fuera de [0.0624, 0.1024]"
2020-09-30,101284.98,True,"IWDA.L, XLY, XLC, IYT, XLB, ITB, XLK, SOXX, IGV, CIBR, BOTZ, LIT, SLV, COPX",14,0.0045,normal,"rebalance: COPX peso=0.0000 fuera de [0.1242, 0.1642]"
2020-10-30,101088.87,True,"INDA, EWT, EWY, XLY, IYT, XLB, ITB, SOXX, IGV, BOTZ, LIT, SLV, COPX",13,0.0215,normal,"rebalance: BOTZ peso=0.0424 fuera de [0.0667, 0.1067]"
2020-11-30,113844.53,True,"IEMA.L, MCHI, INDA, EWT, EWY, XLY, XLI, IYT, XLB, ITB, XLU, SOXX, BOTZ, LIT, SLV, COPX",16,0.0048,normal,"rebalance: COPX peso=0.0741 fuera de [0.1153, 0.1553]"
2020-12-31,123245.83,True,"IEMA.L, INDA, EWT, EWY, XLY, XLI, IYT, XLB, ITB, XBI, SOXX, BOTZ, LIT, COPX",14,0.0031,normal,"rebalance: EWT peso=0.0351 fuera de [0.0392, 0.0792]"
2021-01-29,124503.2,True,"EWZ, INDA, EWT, EWY, KBE, XLI, IYT, XBI, SOXX, CIBR, BOTZ, LIT, SLV, COPX",14,0.0211,normal,"rebalance: CIBR peso=0.0000 fuera de [0.0557, 0.0957]"
2021-02-26,130041.49,True,"EWJ, IUSN.DE, IEMA.L, INDA, EWT, EWY, KBE, XBI, SOXX, CIBR, BOTZ, LIT, COPX",13,0.0008,normal,"rebalance: BOTZ peso=0.0719 fuera de [0.1059, 0.1459]"
2021-03-31,130103.68,True,"IUSN.DE, INDA, EWT, EWY, XLC, XLF, KBE, XLE, XOP, XBI, SOXX, IGV, CIBR, BOTZ, LIT, DBA, COPX",17,0.0177,normal,"rebalance: BOTZ peso=0.1238 fuera de [0.0097, 0.0497]"
2021-04-30,136146.66,True,"IUSN.DE, INDA, EWT, EWY, XLC, KBE, XLE, XOP, IYT, XBI, XLK, SOXX, CIBR, LIT, COPX",15,0.0101,normal,"rebalance: BOTZ peso=0.0293 fuera de [0.0000, 0.0200]"
2021-05-31,139593.85,True,"VGK, IUSN.DE, EWT, EWY, XLY, XLC, XLF, KBE, XLE, XOP, IYT, ITB, XLK, SOXX, IGV, CIBR, VNQ, LIT, DBA, COPX",20,0.0,normal,"rebalance: COPX peso=0.0583 fuera de [0.0748, 0.1148]"
2021-06-30,140600.53,True,"IWDA.L, VGK, IUSN.DE, INDA, EWT, XLC, XLF, XLE, XOP, IYT, XLB, ITB, SOXX, IGV, CIBR, VNQ, LIT, DBA, COPX",19,0.0099,normal,"rebalance: DBA peso=0.0493 fuera de [0.0042, 0.0442]"
2021-07-30,142313.09,True,"IWDA.L, IUSN.DE, EWT, XLC, XLF, XLE, XOP, XLI, IYT, ITB, XLV, XLK, SOXX, IGV, CIBR, VNQ, DBA",17,0.0193,normal,"rebalance: CIBR peso=0.0428 fuera de [0.0000, 0.0362]"
2021-08-31,145726.19,True,"IWDA.L, VGK, IUSN.DE, EWZ, EWT, XLC, XLF, XLE, XLI, ITB, XLV, XLK, SOXX, IGV, CIBR, VNQ, LIT, DBA, COPX, TIP",20,0.0,normal,"rebalance: COPX peso=0.0000 fuera de [0.0082, 0.0482]"
2021-09-30,139142.89,True,"IWDA.L, VGK, EWZ, INDA, EWT, XLY, XLC, XLF, XLB, ITB, XLV, XLU, XLK, SOXX, IGV, CIBR, BOTZ, VNQ, LIT, DBA",20,0.0,normal,"rebalance: COPX peso=0.0272 fuera de [0.0000, 0.0200]"
2021-10-29,146454.66,True,"IWDA.L, EWJ, IUSN.DE, INDA, XLF, XLE, XOP, XLV, XLK, IGV, CIBR, BOTZ, VNQ, LIT, DBA, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: DBA peso=0.0428 fuera de [0.0574, 0.0974]"
2021-11-30,143348.68,True,"IWDA.L, VGK, IUSN.DE, INDA, XLY, XLF, KBE, XLE, XOP, XLV, XLK, SOXX, IGV, CIBR, VNQ, LIT, DBA",17,0.0098,normal,"rebalance: DBA peso=0.0794 fuera de [0.0033, 0.0433]"
2021-12-31,145957.23,True,"IWDA.L, INDA, EWT, XLY, XLF, KBE, XLE, ITB, XLV, XLK, SOXX, CIBR, VNQ, LIT, DBA, TLT, IEF, TIP, HYG, LQD",20,0.0,normal,"rebalance: DBA peso=0.0233 fuera de [0.0665, 0.1065]"
2022-01-31,140284.65,True,"IWDA.L, INDA, EWT, XLY, XLF, KBE, XLE, IYT, XLB, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, VNQ, LIT, DBA, TIP",20,0.0,normal,"rebalance: HYG peso=0.0512 fuera de [0.0000, 0.0200]"
2022-02-28,138907.16,True,"INDA, EWT, XLY, XLF, KBE, XLE, XOP, XLV, XLP, XLU, XLK, CIBR, VNQ, GLD, DBA, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: EMB peso=0.0000 fuera de [0.0593, 0.0993]"
2022-03-31,142082.16,True,"EWT, XLY, XLF, KBE, XLE, XOP, IYT, XLV, XLP, XLK, SOXX, CIBR, GLD, SLV, DBA, COPX, IEF, TIP, HYG, LQD",20,0.0,caution,"rebalance: CIBR peso=0.0224 fuera de [0.0248, 0.0648]"
2022-04-29,134746.06,True,"IWDA.L, EWZ, EWT, XLY, XLF, XLE, XOP, XLI, IYT, XLB, XLV, XLP, XLU, XLK, SOXX, CIBR, VNQ, GLD, DBA, COPX",20,0.0,normal,"rebalance: CIBR peso=0.0415 fuera de [0.0445, 0.0845]"
2022-05-31,138523.18,True,"IUSN.DE, EWZ, INDA, EWT, EWY, XLE, XOP, XLB, XLV, XLP, XLU, XLK, CIBR, VNQ, GLD, DBA, COPX, IEF, TIP, HYG",20,0.0,caution,"rebalance: CIBR peso=0.0563 fuera de [0.0000, 0.0376]"
2022-06-30,128025.68,True,"VGK, EWZ, INDA, EWT, XLE, XOP, XLB, XLV, XLP, XLU, CIBR, GLD, DBA, COPX, IEF, TIP, HYG, LQD",18,0.0188,caution,"rebalance: EWZ peso=0.0311 fuera de [0.0848, 0.1248]"
2022-07-29,133501.84,True,"IUSN.DE, IEMA.L, MCHI, EWZ, INDA, XLE, XOP, XLI, XLV, XLP, XLU, LIT, GLD, DBA, IEF, TIP, HYG, LQD",18,0.0154,normal,"rebalance: EWZ peso=0.1064 fuera de [0.0166, 0.0566]"
2022-08-31,132146.14,True,"IWDA.L, EWJ, IUSN.DE, INDA, XLY, XLE, XOP, XLI, XLV, XLP, XLU, XLK, VNQ, LIT, GLD, DBA, IEF, TIP, HYG, LQD",20,0.0,normal,"rebalance: DBA peso=0.0913 fuera de [0.0000, 0.0307]"
2022-09-30,122738.51,True,"IWDA.L, IUSN.DE, IEMA.L, MCHI, INDA, XLY, XLE, XOP, XLI, XLV, XBI, XLP, XLU, LIT, DBA, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: EMB peso=0.0000 fuera de [0.0035, 0.0435]"
2022-10-31,128916.62,True,"IWDA.L, EWJ, IUSN.DE, IEMA.L, INDA, KBE, XLE, XOP, ITB, XLV, XBI, XLP, LIT, GLD, DBA, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: DBA peso=0.0247 fuera de [0.0705, 0.1105]"
2022-11-30,134654.38,True,"IWDA.L, IUSN.DE, EWZ, INDA, XLF, KBE, XLE, XOP, XLI, ITB, XLV, XBI, XLP, LIT, DBA, IEF, TIP, HYG, LQD, EMB",20,0.0,caution,"rebalance: EMB peso=0.0436 fuera de [0.0000, 0.0304]"
2022-12-30,129568.37,True,"IWDA.L, VGK, EWJ, IUSN.DE, INDA, XLF, KBE, XLE, XOP, XLI, IYT, ITB, XLV, XBI, XLP, SLV, IEF, HYG, LQD, EMB",20,0.0,normal,"rebalance: DBA peso=0.0776 fuera de [0.0000, 0.0200]"
2023-01-31,134543.24,True,"IWDA.L, VGK, EWJ, XLF, XLE, XLI, XLB, ITB, XLV, XBI, XLP, BOTZ, GLD, SLV, COPX, HYG, LQD, EMB",18,0.0162,normal,"rebalance: COPX peso=0.0000 fuera de [0.0583, 0.0983]"
2023-02-28,129218.61,True,"IWDA.L, VGK, EWJ, IEMA.L, MCHI, EWT, EWY, XLF, XLE, XLI, XLB, ITB, BOTZ, GLD, SLV, COPX, EMB, BITO",18,0.0093,normal,"rebalance: BITO peso=0.0000 fuera de [0.0120, 0.0520]"
2023-03-31,133000.8,True,"VGK, EWJ, EWT, XLF, XLE, XLI, XLB, ITB, SOXX, BOTZ, GLD, SLV, COPX, BITO",14,0.0145,normal,"rebalance: BOTZ peso=0.0473 fuera de [0.0565, 0.0965]"
2023-04-28,134665.52,True,"IWDA.L, VGK, EWJ, MCHI, EWT, EWY, XLC, XLI, IYT, XLB, ITB, XLP, XLK, SOXX, BOTZ, GLD, COPX, BITO",18,0.011,normal,"rebalance: BITO peso=0.0563 fuera de [0.0600, 0.1000]"
2023-05-31,133064.3,True,"IWDA.L, VGK, EWJ, MCHI, EWT, XLC, XLB, ITB, XLP, XLK, SOXX, IGV, BOTZ, GLD, SLV, DBA, COPX, EMB, BITO",19,0.0066,normal,"rebalance: BITO peso=0.0739 fuera de [0.0206, 0.0606]"
2023-06-30,140798.8,True,"IWDA.L, VGK, EWJ, EWT, EWY, XLC, ITB, XLK, SOXX, IGV, BOTZ, GLD, SLV, DBA, HYG, BITO",16,0.0017,normal,"rebalance: BITO peso=0.0431 fuera de [0.0871, 0.1271]"
2023-07-31,144604.56,True,"IWDA.L, VGK, EWJ, EWZ, XLY, XLC, XLI, IYT, ITB, XLK, SOXX, IGV, BOTZ, DBA, BITO",15,0.0,normal,"rebalance: DBA peso=0.1007 fuera de [0.0132, 0.0532]"
2023-08-31,138286.35,True,"IWDA.L, EWZ, INDA, EWY, XLY, XLC, XOP, XLI, IYT, ITB, XLP, XLK, SOXX, IGV, BOTZ, DBA, BITO",17,0.0064,normal,"rebalance: BITO peso=0.1056 fuera de [0.0115, 0.0515]"
2023-09-29,133308.69,True,"IWDA.L, EWZ, INDA, XLY, XLC, XOP, XLI, IYT, ITB, XLK, SOXX, IGV, CIBR, GLD, SLV, DBA, BITO",17,0.0099,normal,"rebalance: BITO peso=0.0335 fuera de [0.0000, 0.0321]"
2023-10-31,130672.01,True,"IWDA.L, EWJ, EWZ, INDA, XLY, XLC, XLF, XLE, XOP, XLI, ITB, XLK, SOXX, IGV, CIBR, DBA, TIP, HYG, EMB, BITO",20,0.0,normal,"rebalance: DBA peso=0.0478 fuera de [0.0601, 0.1001]"
2023-11-30,140904.91,True,"IWDA.L, EWJ, EWZ, INDA, XLY, XLC, XLF, KBE, XLE, XOP, XLK, SOXX, IGV, CIBR, GLD, DBA, TIP, HYG, EMB, BITO",20,0.0,normal,"rebalance: BITO peso=0.0334 fuera de [0.0541, 0.0941]"
2023-12-29,146905.64,True,"IWDA.L, EWZ, INDA, XLC, XLF, KBE, XOP, XLI, XLB, ITB, XLK, SOXX, IGV, CIBR, GLD, SLV, DBA, HYG, EMB, BITO",20,0.0,normal,"rebalance: EWJ peso=0.0437 fuera de [0.0000, 0.0200]"
2024-01-31,147379.81,True,"IWDA.L, IUSN.DE, IEMA.L, EWZ, INDA, EWT, EWY, XLC, XLF, KBE, XLB, ITB, XLK, SOXX, IGV, CIBR, VNQ, GLD, HYG, BITO",20,0.0,normal,"rebalance: BITO peso=0.0762 fuera de [0.0831, 0.1231]"
2024-02-29,158571.53,True,"IWDA.L, EWJ, EWZ, INDA, XLC, XLF, ITB, XLV, XLK, SOXX, IGV, CIBR, GLD, DBA, IEF, TIP, HYG, LQD, EMB, BITO",20,0.0,normal,"rebalance: BITO peso=0.1388 fuera de [0.0569, 0.0969]"
2024-03-28,164594.99,True,"IWDA.L, VGK, EWJ, EWZ, INDA, XLC, XLF, XLI, IYT, ITB, XLV, XBI, XLP, XLK, SOXX, CIBR, HYG, LQD, EMB, BITO",20,0.0,normal,"rebalance: DBA peso=0.0409 fuera de [0.0000, 0.0200]"
2024-04-30,155886.49,True,"IWDA.L, VGK, EWJ, EWT, XLC, XLF, KBE, XLI, XLB, ITB, XBI, XLK, SOXX, BOTZ, GLD, COPX, BITO",17,0.0087,normal,"rebalance: BITO peso=0.0784 fuera de [0.0983, 0.1383]"
2024-05-31,163878.85,True,"IWDA.L, INDA, EWT, XLC, XLF, KBE, XLI, ITB, XBI, XLP, XLU, SOXX, BOTZ, GLD, COPX, BITO",16,0.0039,normal,"rebalance: BITO peso=0.1283 fuera de [0.0846, 0.1246]"
2024-06-28,162504.99,True,"IWDA.L, VGK, INDA, EWT, XLC, XLF, KBE, XLI, XLB, ITB, XBI, XLP, XLU, XLK, SOXX, GLD, SLV, DBA, COPX, BITO",20,0.0,normal,"rebalance: BOTZ peso=0.0583 fuera de [0.0000, 0.0200]"
