Date,Portfolio Value,Rebalance,Selected ETFs,N ETFs,Weight XEON,Regime,Reason
2020-01-31,100000.0,True,"IWDA.L, VGK, EWJ, XLF, ITB, XLV, XLP, XLK, SOXX, GLD, SLV",11,0.0,normal,"rebalance: EWJ peso=0.0000 fuera de [0.0372, 0.0772]"
2020-02-28,93578.19,True,"IWDA.L, VGK, EWJ, XLF, ITB, XLV, XLP, XLU, XLK, SOXX, BOTZ, LIT, GLD",13,0.0538,normal,"rebalance: BOTZ peso=0.0000 fuera de [0.0190, 0.0590]"
2020-03-31,80604.45,True,"IWDA.L, VGK, EWJ, IUSN.DE, IEMA.L, MCHI, EWZ, INDA, XLF, XLI, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, GLD, DBA, TLT, IEF, TIP",25,0.4114,crisis,"rebalance: BOTZ peso=0.0403 fuera de [0.0000, 0.0400]"
2020-04-30,84099.5,True,"IWDA.L, VGK, EWJ, IEMA.L, MCHI, INDA, XLF, XLI, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, GLD, DBA, IEF, TIP",21,0.4101,crisis,"rebalance: DBA peso=0.0358 fuera de [0.0567, 0.0967]"
2020-05-29,85818.25,True,"IWDA.L, EWJ, IEMA.L, MCHI, XLF, XLI, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, GLD, DBA, IEF, TIP",19,0.1647,caution,"rebalance: GLD peso=0.0304 fuera de [0.0581, 0.0981]"
2020-06-30,87532.16,True,"IWDA.L, EWJ, MCHI, XLF, XLI, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, GLD, DBA, IEF, TIP",18,0.1684,caution,"rebalance: MCHI peso=0.0832 fuera de [0.0030, 0.0430]"
2020-07-31,91829.19,True,"IWDA.L, VGK, EWJ, IEMA.L, MCHI, XLI, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, DBA, IEF, TIP",18,0.0048,normal,"rebalance: CIBR peso=0.0517 fuera de [0.0019, 0.0419]"
2020-08-31,96181.38,True,"IWDA.L, IEMA.L, MCHI, EWZ, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, GLD, DBA, IEF, TIP",17,0.0077,normal,"rebalance: CIBR peso=0.0210 fuera de [0.0242, 0.0642]"
2020-09-30,95352.12,True,"IWDA.L, IEMA.L, INDA, XLI, ITB, XLP, XLK, SOXX, CIBR, BOTZ, LIT, GLD, SLV",13,0.1451,normal,"rebalance: BOTZ peso=0.0735 fuera de [0.1131, 0.1531]"
2020-10-30,94489.74,True,"IWDA.L, VGK, EWJ, INDA, XLI, ITB, XLV, XLP, XLK, SOXX, BOTZ, LIT",12,0.0172,normal,"rebalance: BOTZ peso=0.1333 fuera de [0.1484, 0.1884]"
2020-11-30,105629.71,True,"EWJ, IEMA.L, MCHI, INDA, XLI, ITB, XLP, XLU, SOXX, BOTZ, LIT, GLD, SLV, DBA, IEF, TIP",16,0.0028,normal,"rebalance: BOTZ peso=0.1719 fuera de [0.0963, 0.1363]"
2020-12-31,111664.22,True,"IWDA.L, EWJ, IEMA.L, MCHI, INDA, XLI, XLP, XLU, SOXX, BOTZ, LIT, DBA, IEF, TIP",14,0.0113,normal,"rebalance: BOTZ peso=0.1150 fuera de [0.0728, 0.1128]"
2021-01-29,111484.41,True,"IWDA.L, VGK, EWJ, IEMA.L, EWZ, INDA, XLF, XLI, XLP, SOXX, CIBR, BOTZ, LIT, SLV, TLT",15,0.0,normal,"rebalance: CIBR peso=0.0000 fuera de [0.0475, 0.0875]"
2021-02-26,111630.14,True,"IWDA.L, EWJ, IUSN.DE, IEMA.L, INDA, XLV, XLP, SOXX, CIBR, BOTZ, LIT, TIP",12,0.0298,normal,"rebalance: BOTZ peso=0.1001 fuera de [0.1495, 0.1895]"
2021-03-31,112617.72,True,"VGK, EWJ, IUSN.DE, IEMA.L, MCHI, INDA, XLF, XLE, SOXX, CIBR, BOTZ, LIT, SLV, DBA, TIP",15,0.0216,normal,"rebalance: BOTZ peso=0.1654 fuera de [0.0343, 0.0743]"
2021-04-30,116650.19,True,"VGK, EWJ, IUSN.DE, IEMA.L, INDA, XLF, XLE, XLI, XLV, XLP, SOXX, CIBR, IEF, TIP",14,0.0086,normal,"rebalance: BOTZ peso=0.0540 fuera de [0.0000, 0.0200]"
2021-05-31,119606.4,True,"IWDA.L, VGK, IUSN.DE, IEMA.L, XLF, XLE, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, LIT, VNQ, DBA, TIP",17,0.0044,normal,"rebalance: CIBR peso=0.0175 fuera de [0.0347, 0.0747]"
2021-06-30,121326.31,True,"IWDA.L, VGK, IUSN.DE, IEMA.L, INDA, XLF, XLI, ITB, XLP, SOXX, CIBR, LIT, VNQ, GLD, SLV, DBA, TIP",17,0.0071,normal,"rebalance: DBA peso=0.1298 fuera de [0.0274, 0.0674]"
