Date,Portfolio Value,Rebalance,Selected ETFs,N ETFs,Weight XEON,Regime,Reason
2020-01-31,100000.0,True,"IWDA.L, VGK, EWJ, XLF, ITB, XLV, XLP, XLK, SOXX, GLD, SLV",11,0.0,normal,"rebalance: EWJ peso=0.0000 fuera de [0.0559, 0.0959]"
2020-02-28,93199.45,True,"IWDA.L, ITB, XLV, XLP, XLU, XLK, SOXX, BOTZ, LIT, GLD",10,0.0206,normal,"rebalance: BOTZ peso=0.0000 fuera de [0.0206, 0.0606]"
2020-03-31,78684.53,True,"IWDA.L, VGK, IEMA.L, MCHI, EWZ, INDA, XLF, XLI, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, GLD, DBA, IEF, TIP",22,0.4282,crisis,"rebalance: BOTZ peso=0.0428 fuera de [0.0009, 0.0409]"
2020-04-30,82071.66,True,"IWDA.L, EWJ, MCHI, XLF, XLI, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, GLD, DBA, IEF, TIP",18,0.425,crisis,"rebalance: EWJ peso=0.0000 fuera de [0.0130, 0.0530]"
2020-05-29,83761.95,True,"IWDA.L, EWJ, IEMA.L, MCHI, XLF, XLI, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, GLD, DBA, IEF, TIP",19,0.15,caution,"rebalance: GLD peso=0.0370 fuera de [0.0519, 0.0919]"
2020-06-30,85785.84,True,"IWDA.L, EWJ, MCHI, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, GLD, DBA, IEF, TIP",15,0.162,caution,"rebalance: CIBR peso=0.0286 fuera de [0.0299, 0.0699]"
2020-07-31,90025.59,True,"IWDA.L, EWJ, IEMA.L, MCHI, XLI, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, DBA, IEF, TIP",17,0.0,normal,"rebalance: CIBR peso=0.0511 fuera de [0.0027, 0.0427]"
2020-08-31,94589.64,True,"IWDA.L, IEMA.L, MCHI, EWZ, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, DBA, IEF, TIP",16,0.0104,normal,"rebalance: CIBR peso=0.0218 fuera de [0.0289, 0.0689]"
2020-09-30,93957.63,True,"IWDA.L, ITB, XLP, XLK, SOXX, CIBR, BOTZ, LIT, GLD, SLV",10,0.0069,normal,"rebalance: BOTZ peso=0.0506 fuera de [0.0663, 0.1063]"
2020-10-30,93048.28,True,"IWDA.L, INDA, ITB, XLV, XLP, XLK, SOXX, BOTZ, LIT",9,0.0046,normal,"rebalance: BOTZ peso=0.0863 fuera de [0.0981, 0.1381]"
2020-11-30,104318.71,True,"EWJ, IEMA.L, MCHI, INDA, XLI, ITB, XLP, XLU, SOXX, BOTZ, LIT, GLD, SLV, DBA, IEF, TIP",16,0.0,normal,"rebalance: BOTZ peso=0.1203 fuera de [0.0764, 0.1164]"
2020-12-31,110656.63,True,"IWDA.L, EWJ, IEMA.L, MCHI, INDA, XLI, XLP, XLU, SOXX, BOTZ, LIT, DBA, IEF, TIP",14,0.0082,normal,"rebalance: DBA peso=0.1016 fuera de [0.0151, 0.0551]"
2021-01-29,110586.44,True,"IWDA.L, VGK, EWJ, EWZ, INDA, XLI, XLP, SOXX, CIBR, BOTZ, LIT, SLV, TLT",13,0.0136,normal,"rebalance: CIBR peso=0.0000 fuera de [0.0485, 0.0885]"
2021-02-26,110633.7,True,"IWDA.L, EWJ, IUSN.DE, IEMA.L, INDA, XLV, XLP, SOXX, CIBR, BOTZ, LIT, TIP",12,0.0,normal,"rebalance: BOTZ peso=0.0698 fuera de [0.1329, 0.1729]"
2021-03-31,111392.22,True,"VGK, EWJ, IUSN.DE, IEMA.L, MCHI, INDA, XLF, XLE, SOXX, CIBR, BOTZ, LIT, SLV, DBA, TIP",15,0.0,normal,"rebalance: BOTZ peso=0.1496 fuera de [0.0466, 0.0866]"
2021-04-30,115444.15,True,"VGK, EWJ, IUSN.DE, IEMA.L, INDA, XLF, XLE, XLI, XLV, XLP, SOXX, CIBR, IEF, TIP",14,0.003,normal,"rebalance: BOTZ peso=0.0666 fuera de [0.0000, 0.0200]"
2021-05-31,118388.22,True,"IWDA.L, VGK, IUSN.DE, IEMA.L, XLF, XLE, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, LIT, VNQ, DBA, TIP",17,0.0,normal,"rebalance: CIBR peso=0.0129 fuera de [0.0353, 0.0753]"
2021-06-30,120245.43,True,"IWDA.L, VGK, IUSN.DE, IEMA.L, INDA, XLF, XLI, ITB, XLP, SOXX, CIBR, LIT, VNQ, GLD, SLV, DBA, TIP",17,0.0056,normal,"rebalance: CIBR peso=0.0571 fuera de [0.0607, 0.1007]"
2021-07-30,123170.93,True,"IWDA.L, VGK, IUSN.DE, IEMA.L, INDA, XLF, XLE, XLI, ITB, XLV, XLP, XLK, SOXX, CIBR, VNQ, DBA, TIP",17,0.0,normal,"rebalance: CIBR peso=0.0826 fuera de [0.0000, 0.0382]"
2021-08-31,126406.4,True,"IWDA.L, VGK, IUSN.DE, EWZ, XLF, XLI, XLV, XLP, XLK, SOXX, CIBR, LIT, VNQ, DBA, IEF, TIP",16,0.0086,normal,"rebalance: EWZ peso=0.0000 fuera de [0.0037, 0.0437]"
2021-09-30,120793.5,True,"IWDA.L, VGK, EWZ, INDA, XLF, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, TIP",16,0.0,normal,"rebalance: CIBR peso=0.0316 fuera de [0.0335, 0.0735]"
2021-10-29,127359.09,True,"IWDA.L, EWJ, IUSN.DE, INDA, XLF, XLV, XLP, XLK, CIBR, BOTZ, LIT, VNQ, GLD, DBA, IEF, TIP",16,0.0,normal,"rebalance: CIBR peso=0.0560 fuera de [0.0595, 0.0995]"
2021-11-30,125542.82,True,"IWDA.L, VGK, IUSN.DE, INDA, XLF, XLE, XLV, XLP, XLK, CIBR, LIT, VNQ, DBA, TIP",14,0.0065,normal,"rebalance: DBA peso=0.1063 fuera de [0.0517, 0.0917]"
2021-12-31,129082.2,True,"IWDA.L, IUSN.DE, INDA, XLF, XLE, ITB, XLK, SOXX, LIT, DBA, TLT, IEF, TIP",13,0.0087,normal,"rebalance: CIBR peso=0.0571 fuera de [0.0000, 0.0200]"
2022-01-31,125588.47,True,"IWDA.L, VGK, IUSN.DE, INDA, XLF, XLE, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, LIT, VNQ, GLD, DBA, IEF, TIP",19,0.006,normal,"rebalance: DBA peso=0.1637 fuera de [0.0848, 0.1248]"
2022-02-28,124337.85,True,"IWDA.L, VGK, IEMA.L, INDA, XLF, XLE, XLV, XLP, XLU, XLK, SOXX, CIBR, VNQ, DBA, TLT, IEF, TIP",17,0.0056,normal,"rebalance: DBA peso=0.1096 fuera de [0.1352, 0.1752]"
2022-03-31,127865.48,True,"IWDA.L, VGK, IUSN.DE, IEMA.L, MCHI, INDA, XLF, XLE, XLI, ITB, XLV, XLP, XLK, SOXX, CIBR, GLD, SLV, DBA, IEF, TIP",20,0.0,normal,"rebalance: CIBR peso=0.0192 fuera de [0.0446, 0.0846]"
