Date,Portfolio Value,Rebalance,Selected ETFs,N ETFs,Weight XEON,Regime,Reason
2020-01-31,100000.0,True,"IWDA.L, VGK, EWJ, XLF, ITB, XLV, XLP, XLK, SOXX, GLD, SLV",11,0.0,normal,"rebalance: EWJ peso=0.0000 fuera de [0.0388, 0.0788]"
2020-02-28,93580.62,True,"IWDA.L, XLF, ITB, XLV, XLP, XLU, XLK, SOXX, BOTZ, LIT, GLD",11,0.0544,normal,"rebalance: BOTZ peso=0.0000 fuera de [0.0150, 0.0550]"
2020-03-31,80006.94,True,"IWDA.L, VGK, EWJ, IUSN.DE, IEMA.L, MCHI, EWZ, INDA, XLF, XLI, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, GLD, DBA, TLT, IEF, TIP",25,0.4,crisis,"rebalance: DBA peso=0.0000 fuera de [0.0256, 0.0656]"
2020-04-30,83425.86,True,"IWDA.L, EWJ, MCHI, XLF, XLI, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, GLD, DBA, IEF, TIP",18,0.4282,crisis,"rebalance: DBA peso=0.0424 fuera de [0.0567, 0.0967]"
2020-05-29,85077.26,True,"IWDA.L, EWJ, IEMA.L, MCHI, XLF, XLI, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, GLD, DBA, IEF, TIP",19,0.1534,caution,"rebalance: GLD peso=0.0306 fuera de [0.0581, 0.0981]"
2020-06-30,86857.55,True,"IWDA.L, EWJ, MCHI, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, GLD, DBA, IEF, TIP",15,0.1729,caution,"rebalance: CIBR peso=0.0308 fuera de [0.0328, 0.0728]"
2020-07-31,91042.18,True,"IWDA.L, EWJ, IEMA.L, MCHI, XLI, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, DBA, IEF, TIP",17,0.005,normal,"rebalance: CIBR peso=0.0544 fuera de [0.0014, 0.0414]"
2020-08-31,95428.73,True,"IWDA.L, IEMA.L, MCHI, EWZ, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, GLD, DBA, IEF, TIP",17,0.0031,normal,"rebalance: CIBR peso=0.0205 fuera de [0.0267, 0.0667]"
2020-09-30,94640.93,True,"IWDA.L, INDA, ITB, XLP, XLK, SOXX, CIBR, BOTZ, LIT, GLD, SLV",11,0.1617,normal,"rebalance: BOTZ peso=0.0653 fuera de [0.1024, 0.1424]"
2020-10-30,93790.78,True,"IWDA.L, INDA, ITB, XLV, XLP, XLK, SOXX, BOTZ, LIT",9,0.0217,normal,"rebalance: BOTZ peso=0.1226 fuera de [0.1441, 0.1841]"
2020-11-30,104838.02,True,"EWJ, IEMA.L, MCHI, INDA, XLI, ITB, XLP, XLU, SOXX, BOTZ, LIT, GLD, SLV, DBA, IEF, TIP",16,0.0,normal,"rebalance: BOTZ peso=0.1676 fuera de [0.0956, 0.1356]"
2020-12-31,111135.46,True,"IWDA.L, EWJ, IEMA.L, MCHI, INDA, XLI, XLP, XLU, SOXX, BOTZ, LIT, DBA, IEF, TIP",14,0.0079,normal,"rebalance: BOTZ peso=0.1141 fuera de [0.0714, 0.1114]"
2021-01-29,110927.64,True,"IWDA.L, VGK, EWJ, EWZ, INDA, XLF, XLI, XLP, SOXX, CIBR, BOTZ, LIT, SLV, TLT",14,0.0083,normal,"rebalance: CIBR peso=0.0000 fuera de [0.0452, 0.0852]"
2021-02-26,111067.43,True,"IWDA.L, EWJ, IUSN.DE, IEMA.L, INDA, XLV, XLP, SOXX, CIBR, BOTZ, LIT, TIP",12,0.0,normal,"rebalance: BOTZ peso=0.0988 fuera de [0.1593, 0.1993]"
2021-03-31,111959.71,True,"VGK, EWJ, IUSN.DE, IEMA.L, MCHI, INDA, XLF, XLE, SOXX, CIBR, BOTZ, LIT, SLV, DBA, TIP",15,0.0015,normal,"rebalance: BOTZ peso=0.1751 fuera de [0.0370, 0.0770]"
2021-04-30,116019.07,True,"VGK, EWJ, IUSN.DE, IEMA.L, INDA, XLF, XLE, XLI, XLV, XLP, SOXX, CIBR, IEF, TIP",14,0.0046,normal,"rebalance: BOTZ peso=0.0569 fuera de [0.0000, 0.0200]"
2021-05-31,118948.3,True,"IWDA.L, VGK, IUSN.DE, IEMA.L, XLF, XLE, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, LIT, VNQ, DBA, TIP",17,0.0,normal,"rebalance: CIBR peso=0.0128 fuera de [0.0367, 0.0767]"
2021-06-30,120688.91,True,"IWDA.L, VGK, IUSN.DE, IEMA.L, INDA, XLF, XLI, ITB, XLP, SOXX, CIBR, LIT, VNQ, GLD, SLV, DBA, TIP",17,0.0059,normal,"rebalance: DBA peso=0.1290 fuera de [0.0270, 0.0670]"
2021-07-30,123249.61,True,"IWDA.L, VGK, IUSN.DE, IEMA.L, INDA, XLF, XLE, XLI, ITB, XLV, XLP, XLK, SOXX, CIBR, VNQ, DBA, TIP",17,0.0015,normal,"rebalance: CIBR peso=0.0627 fuera de [0.0000, 0.0356]"
2021-08-31,126225.47,True,"IWDA.L, VGK, IUSN.DE, EWZ, XLF, XLE, XLI, XLV, XLP, XLK, SOXX, CIBR, LIT, VNQ, DBA, IEF, TIP",17,0.0046,normal,"rebalance: IEF peso=0.0000 fuera de [0.0548, 0.0948]"
2021-09-30,120770.18,True,"IWDA.L, VGK, EWZ, INDA, XLF, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, BOTZ, LIT, VNQ, TIP",16,0.0,normal,"rebalance: CIBR peso=0.0261 fuera de [0.0450, 0.0850]"
2021-10-29,127361.95,True,"IWDA.L, EWJ, IUSN.DE, INDA, XLF, XLV, XLP, XLK, CIBR, BOTZ, LIT, VNQ, GLD, DBA, IEF, TIP",16,0.0,normal,"rebalance: CIBR peso=0.0681 fuera de [0.0752, 0.1152]"
2021-11-30,125596.53,True,"IWDA.L, VGK, IUSN.DE, INDA, XLF, XLE, XLV, XLP, XLK, CIBR, LIT, VNQ, DBA, TIP",14,0.0085,normal,"rebalance: DBA peso=0.1183 fuera de [0.0350, 0.0750]"
2021-12-31,128681.55,True,"IWDA.L, IUSN.DE, INDA, XLF, XLE, ITB, XLK, SOXX, LIT, DBA, IEF, TIP",12,0.0243,normal,"rebalance: CIBR peso=0.0787 fuera de [0.0000, 0.0200]"
2022-01-31,125416.54,True,"IWDA.L, VGK, IUSN.DE, INDA, XLF, XLE, ITB, XLV, XLP, XLU, XLK, SOXX, CIBR, LIT, VNQ, GLD, DBA, IEF, TIP",19,0.0082,normal,"rebalance: DBA peso=0.1654 fuera de [0.1050, 0.1450]"
2022-02-28,124577.09,True,"IWDA.L, VGK, IEMA.L, INDA, XLF, XLE, XLV, XLP, XLU, XLK, SOXX, CIBR, VNQ, DBA, TLT, IEF, TIP",17,0.0149,normal,"rebalance: DBA peso=0.1303 fuera de [0.1500, 0.1900]"
2022-03-31,128251.44,True,"IWDA.L, VGK, IUSN.DE, IEMA.L, MCHI, INDA, XLF, XLE, XLI, ITB, XLV, XLP, XLK, SOXX, CIBR, GLD, SLV, DBA, IEF, TIP",20,0.0,normal,"rebalance: CIBR peso=0.0179 fuera de [0.0319, 0.0719]"
2022-04-29,123720.94,True,"IWDA.L, VGK, IUSN.DE, EWZ, XLF, XLE, XLI, XLV, XLU, XLK, SOXX, CIBR, LIT, VNQ, GLD, SLV, DBA",17,0.0118,normal,"rebalance: CIBR peso=0.0474 fuera de [0.0541, 0.0941]"
2022-05-31,127522.85,True,"IWDA.L, VGK, IUSN.DE, IEMA.L, INDA, XLE, XLI, XLV, XLP, XLU, XLK, SOXX, CIBR, VNQ, GLD, DBA, IEF, TIP",18,0.1643,caution,"rebalance: CIBR peso=0.0648 fuera de [0.0000, 0.0395]"
2022-06-30,121235.97,True,"VGK, EWJ, IUSN.DE, IEMA.L, EWZ, INDA, XLF, XLE, XLI, XLV, XLP, XLU, CIBR, VNQ, GLD, DBA, IEF, TIP",18,0.1685,caution,"rebalance: DBA peso=0.0547 fuera de [0.0643, 0.1043]"
2022-07-29,125838.35,True,"EWJ, IUSN.DE, IEMA.L, MCHI, EWZ, INDA, XLE, XLI, XLV, XLP, XLU, LIT, GLD, DBA, IEF, TIP",16,0.0128,normal,"rebalance: EWZ peso=0.0832 fuera de [0.0000, 0.0324]"
2022-08-31,124194.72,True,"IWDA.L, EWJ, IUSN.DE, INDA, XLE, XLI, XLV, XLP, XLU, XLK, CIBR, LIT, VNQ, GLD, SLV, IEF, TIP",17,0.0071,normal,"rebalance: DBA peso=0.0858 fuera de [0.0000, 0.0200]"
2022-09-30,116145.04,True,"IWDA.L, EWJ, IUSN.DE, IEMA.L, MCHI, INDA, XLF, XLE, XLI, XLV, XLP, XLU, XLK, LIT, VNQ, DBA, IEF, TIP",18,0.0133,normal,"rebalance: DBA peso=0.0000 fuera de [0.0179, 0.0579]"
2022-10-31,121276.03,True,"IWDA.L, EWJ, IUSN.DE, IEMA.L, MCHI, INDA, XLF, XLE, XLI, ITB, XLV, XLP, XLU, XLK, LIT, GLD, DBA, IEF, TIP",19,0.0056,normal,"rebalance: DBA peso=0.0359 fuera de [0.0813, 0.1213]"
2022-11-30,127137.17,True,"IUSN.DE, EWZ, INDA, XLF, XLE, XLI, XLV, XLP, CIBR, LIT, DBA, IEF, TIP",13,0.1634,caution,"rebalance: DBA peso=0.0977 fuera de [0.1140, 0.1540]"
2022-12-30,123723.13,True,"IWDA.L, VGK, EWJ, IUSN.DE, IEMA.L, INDA, XLF, XLE, XLI, XLV, XLP, LIT, IEF, TIP",14,0.012,normal,"rebalance: DBA peso=0.1389 fuera de [0.0000, 0.0200]"
