Ticker,Composite_Score,Prior_pi,View_Q,Confidence,mu_BL
IWDA.L,0.185673,0.050332,0.102321,0.3571,0.068298
VGK,0.767474,0.056354,0.271246,0.536,0.108453
EWJ,0.287126,0.050891,0.131287,0.3883,0.094571
IUSN.DE,-0.623383,0.051195,-0.123352,0.4917,-0.02007
IEMA.L,0.036598,0.052287,0.062535,0.3113,0.071473
MCHI,0.21635,0.062529,0.123108,0.3665,0.0994
EWZ,-0.892461,0.053953,-0.195936,0.5745,-0.065158
INDA,-0.39331,0.046483,-0.063643,0.421,0.027491
EWT,0.354201,0.060347,0.159524,0.4089,0.138421
EWY,0.201125,0.061023,0.117338,0.3619,0.11734
XLY,-0.101916,0.062706,0.03417,0.3313,0.105142
XLC,0.92375,0.061679,0.320329,0.5841,0.150145
XLF,-0.539158,0.058164,-0.0928,0.4658,-0.002208
KBE,-1.951045,0.077257,-0.469036,0.9,-0.202537
XLE,-0.636822,0.057041,-0.121269,0.4958,-0.062276
XOP,-1.200677,0.066588,-0.269602,0.6692,-0.098762
XLI,-0.061588,0.057596,0.040351,0.3189,0.061712
IYT,-0.07881,0.060984,0.038918,0.3242,0.058392
XLB,0.06776,0.058032,0.077005,0.3208,0.063838
ITB,1.268318,0.059736,0.414865,0.69,0.180074
XLV,-0.121325,0.046791,0.01282,0.3373,0.050221
XBI,-0.622308,0.066001,-0.108245,0.4914,0.034211
XLP,0.281077,0.044585,0.123287,0.3864,0.071311
XLU,-0.11419,0.046541,0.014568,0.3351,0.051301
XLK,0.884643,0.068975,0.316676,0.5721,0.195369
SOXX,0.961653,0.09177,0.361033,0.5957,0.296117
IGV,0.51864,0.06522,0.21044,0.4595,0.146081
CIBR,-0.373188,0.062501,-0.041992,0.4148,0.086546
BOTZ,1.063131,0.069601,0.367277,0.6269,0.181057
VNQ,-0.325196,0.059319,-0.031736,0.4,0.05905
LIT,-1.055951,0.064017,-0.23165,0.6247,0.003109
GLD,0.556632,0.038592,0.194449,0.4712,0.142266
SLV,0.792758,0.050765,0.272737,0.5438,0.21187
DBA,-0.095464,0.040355,0.013625,0.3294,-0.001776
COPX,0.728397,0.076343,0.280294,0.524,0.130847
TLT,0.047364,0.036714,0.049976,0.3146,0.086505
IEF,0.032174,0.03479,0.043799,0.3099,0.079941
TIP,-0.025831,0.035929,0.028696,0.3079,0.054062
HYG,0.006032,0.044418,0.046107,0.3019,0.058
LQD,0.109244,0.040108,0.070697,0.3336,0.07514
EMB,0.096563,0.041458,0.068496,0.3297,0.068034
BITO,1.586555,0.072577,0.516812,0.7879,0.395372
