Date,Portfolio Value,Rebalance,Selected ETFs,N ETFs,Weight XEON,Regime,Reason
2020-01-31,100000.0,True,"IWDA.L, VGK, EWJ, MCHI, EWT, XLC, XLF, ITB, XLV, XBI, XLK, SOXX, GLD, SLV",14,0.0109,normal,"rebalance: EWJ peso=0.0000 fuera de [0.0192, 0.0592]"
2020-02-28,93766.26,True,"MCHI, EWT, EWY, XLF, ITB, XLV, XLP, XLU, XLK, SOXX, IGV, BOTZ, LIT, GLD",14,0.0363,normal,"rebalance: BOTZ peso=0.0000 fuera de [0.0165, 0.0565]"
2020-03-31,80156.42,True,"IWDA.L, MCHI, EWT, XLC, ITB, XLV, XBI, XLK, SOXX, IGV, BOTZ, LIT, GLD, DBA, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,crisis,"rebalance: DBA peso=0.0000 fuera de [0.0192, 0.0592]"
2020-04-30,87722.15,True,"IWDA.L, EWJ, MCHI, EWT, XLC, XLV, XBI, XLP, XLK, SOXX, IGV, CIBR, BOTZ, GLD, DBA, TLT, IEF, TIP, HYG, LQD",20,0.0,crisis,"rebalance: CIBR peso=0.0000 fuera de [0.0087, 0.0487]"
2020-05-29,90807.07,True,"MCHI, EWT, XLY, XLC, XLV, XBI, XLP, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, DBA, TLT, IEF, TIP, HYG, LQD",20,0.0,caution,"rebalance: DBA peso=0.1000 fuera de [0.0384, 0.0784]"
2020-06-30,93342.68,True,"IWDA.L, EWJ, MCHI, XLY, XLC, XLV, XLP, XLU, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, TLT, IEF, TIP, HYG, LQD",20,0.0,caution,"rebalance: BOTZ peso=0.0121 fuera de [0.0135, 0.0535]"
2020-07-31,99499.46,True,"IWDA.L, EWT, XLY, XLC, XLB, XLV, XBI, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: EMB peso=0.0000 fuera de [0.0797, 0.1197]"
2020-08-31,102951.6,True,"EWT, XLY, XLC, XLB, ITB, XLV, XLP, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: EWT peso=0.0356 fuera de [0.0672, 0.1072]"
2020-09-30,102095.55,True,"IWDA.L, XLY, XLC, IYT, XLB, ITB, XLK, SOXX, IGV, CIBR, BOTZ, LIT, SLV, COPX",14,0.0051,normal,"rebalance: COPX peso=0.0000 fuera de [0.1122, 0.1522]"
2020-10-30,101941.4,True,"INDA, EWT, EWY, XLY, IYT, XLB, ITB, SOXX, IGV, BOTZ, LIT, SLV, COPX",13,0.0238,normal,"rebalance: BOTZ peso=0.0338 fuera de [0.0536, 0.0936]"
2020-11-30,114782.24,True,"IEMA.L, MCHI, INDA, EWT, EWY, XLY, XLI, IYT, XLB, ITB, XLU, SOXX, BOTZ, LIT, SLV, COPX",16,0.0055,normal,"rebalance: COPX peso=0.0855 fuera de [0.1076, 0.1476]"
2020-12-31,124121.74,True,"IEMA.L, INDA, EWT, EWY, XLY, XLI, IYT, XLB, ITB, XBI, SOXX, BOTZ, LIT, COPX",14,0.0036,normal,"rebalance: EWT peso=0.0331 fuera de [0.0361, 0.0761]"
2021-01-29,125427.31,True,"EWZ, INDA, EWT, EWY, KBE, XLI, IYT, XBI, SOXX, CIBR, BOTZ, LIT, SLV, COPX",14,0.0244,normal,"rebalance: CIBR peso=0.0000 fuera de [0.0490, 0.0890]"
2021-02-26,131002.04,True,"EWJ, IUSN.DE, IEMA.L, INDA, EWT, EWY, KBE, XBI, SOXX, CIBR, BOTZ, LIT, COPX",13,0.0009,normal,"rebalance: BOTZ peso=0.0655 fuera de [0.0959, 0.1359]"
2021-03-31,131181.8,True,"IUSN.DE, INDA, EWT, EWY, XLC, XLF, KBE, XLE, XOP, XBI, SOXX, IGV, CIBR, BOTZ, LIT, DBA, COPX",17,0.0194,normal,"rebalance: BOTZ peso=0.1141 fuera de [0.0124, 0.0524]"
2021-04-30,137153.5,True,"IUSN.DE, INDA, EWT, EWY, XLC, KBE, XLE, XOP, IYT, XBI, XLK, SOXX, CIBR, LIT, COPX",15,0.0114,normal,"rebalance: BOTZ peso=0.0321 fuera de [0.0000, 0.0200]"
2021-05-31,140449.14,True,"VGK, IUSN.DE, EWT, EWY, XLY, XLC, XLF, KBE, XLE, XOP, IYT, ITB, XLK, SOXX, IGV, CIBR, VNQ, LIT, DBA, COPX",20,0.0,normal,"rebalance: COPX peso=0.0663 fuera de [0.0673, 0.1073]"
2021-06-30,141512.98,True,"IWDA.L, VGK, IUSN.DE, INDA, EWT, XLC, XLF, XLE, XOP, IYT, XLB, ITB, SOXX, IGV, CIBR, VNQ, LIT, DBA, COPX",19,0.0099,normal,"rebalance: DBA peso=0.0555 fuera de [0.0081, 0.0481]"
2021-07-30,143149.24,True,"IWDA.L, IUSN.DE, EWT, XLC, XLF, XLE, XOP, XLI, IYT, ITB, XLV, XLK, SOXX, IGV, CIBR, VNQ, DBA",17,0.0222,normal,"rebalance: CIBR peso=0.0382 fuera de [0.0000, 0.0371]"
2021-08-31,146589.25,True,"IWDA.L, VGK, IUSN.DE, EWZ, EWT, XLC, XLF, XLE, XLI, ITB, XLV, XLK, SOXX, IGV, CIBR, VNQ, LIT, DBA, COPX, TIP",20,0.0,normal,"rebalance: COPX peso=0.0000 fuera de [0.0124, 0.0524]"
2021-09-30,140103.62,True,"IWDA.L, VGK, EWZ, INDA, EWT, XLY, XLC, XLF, XLB, ITB, XLV, XLU, XLK, SOXX, IGV, CIBR, BOTZ, VNQ, LIT, DBA",20,0.0,normal,"rebalance: COPX peso=0.0312 fuera de [0.0000, 0.0200]"
2021-10-29,147396.14,True,"IWDA.L, EWJ, IUSN.DE, INDA, XLF, XLE, XOP, XLV, XLK, IGV, CIBR, BOTZ, VNQ, LIT, DBA, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: DBA peso=0.0494 fuera de [0.0557, 0.0957]"
2021-11-30,144180.84,True,"IWDA.L, VGK, IUSN.DE, INDA, XLY, XLF, KBE, XLE, XOP, XLV, XLK, SOXX, IGV, CIBR, VNQ, LIT, DBA",17,0.011,normal,"rebalance: DBA peso=0.0776 fuera de [0.0068, 0.0468]"
