Date,Portfolio Value,Rebalance,Selected ETFs,N ETFs,Weight XEON,Regime,Reason
2020-01-31,100000.0,True,"IWDA.L, VGK, EWJ, MCHI, EWT, XLC, XLF, KBE, ITB, XLV, XBI, XLK, SOXX, GLD, SLV",15,0.0,normal,"rebalance: EWJ peso=0.0000 fuera de [0.0364, 0.0764]"
2020-02-28,93591.68,True,"MCHI, EWT, EWY, XLF, ITB, XLV, XLP, XLU, XLK, SOXX, IGV, BOTZ, LIT, GLD",14,0.026,normal,"rebalance: BOTZ peso=0.0000 fuera de [0.0235, 0.0635]"
2020-03-31,80416.77,True,"IWDA.L, MCHI, EWT, XLC, ITB, XLV, XBI, XLK, SOXX, IGV, BOTZ, LIT, GLD, DBA, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,crisis,"rebalance: DBA peso=0.0000 fuera de [0.0188, 0.0588]"
2020-04-30,88179.44,True,"IWDA.L, EWJ, MCHI, EWT, XLC, XLV, XBI, XLP, XLK, SOXX, IGV, CIBR, BOTZ, GLD, DBA, TLT, IEF, TIP, HYG, LQD",20,0.0,crisis,"rebalance: CIBR peso=0.0000 fuera de [0.0032, 0.0432]"
2020-05-29,91237.44,True,"MCHI, EWT, XLY, XLC, XLV, XBI, XLP, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, DBA, TLT, IEF, TIP, HYG, LQD",20,0.0,caution,"rebalance: DBA peso=0.1081 fuera de [0.0618, 0.1018]"
2020-06-30,93715.05,True,"IWDA.L, EWJ, MCHI, XLY, XLC, XLV, XLP, XLU, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, TLT, IEF, TIP, HYG, LQD",20,0.0,caution,"rebalance: DBA peso=0.0787 fuera de [0.0000, 0.0200]"
2020-07-31,100077.14,True,"IWDA.L, EWT, XLY, XLC, XLB, XLV, XBI, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: EMB peso=0.0000 fuera de [0.0717, 0.1117]"
2020-08-31,103608.42,True,"EWT, XLY, XLC, XLB, ITB, XLV, XLP, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: EWT peso=0.0517 fuera de [0.0574, 0.0974]"
2020-09-30,102773.35,True,"IWDA.L, XLY, XLC, IYT, XLB, ITB, XLK, SOXX, IGV, CIBR, BOTZ, LIT, SLV, COPX",14,0.0027,normal,"rebalance: COPX peso=0.0000 fuera de [0.0928, 0.1328]"
2020-10-30,102367.33,True,"INDA, EWT, EWY, XLY, IYT, XLB, ITB, SOXX, IGV, BOTZ, LIT, SLV, COPX",13,0.0202,normal,"rebalance: BOTZ peso=0.0251 fuera de [0.0307, 0.0707]"
2020-11-30,115577.05,True,"IEMA.L, MCHI, INDA, EWT, EWY, XLY, XLI, IYT, XLB, ITB, XLU, SOXX, BOTZ, LIT, SLV, COPX",16,0.0035,normal,"rebalance: IEMA.L peso=0.0000 fuera de [0.0470, 0.0870]"
2020-12-31,124726.48,True,"IEMA.L, INDA, EWT, EWY, XLY, XLI, IYT, XLB, ITB, XBI, SOXX, BOTZ, LIT, COPX",14,0.0026,normal,"rebalance: IEMA.L peso=0.0665 fuera de [0.0958, 0.1358]"
2021-01-29,126134.85,True,"EWZ, INDA, EWT, EWY, KBE, XLI, IYT, XBI, SOXX, CIBR, BOTZ, LIT, SLV, COPX",14,0.0145,normal,"rebalance: CIBR peso=0.0000 fuera de [0.0377, 0.0777]"
2021-02-26,131523.92,True,"EWJ, IUSN.DE, IEMA.L, INDA, EWT, EWY, KBE, XBI, SOXX, CIBR, BOTZ, LIT, COPX",13,0.0,normal,"rebalance: BOTZ peso=0.0547 fuera de [0.0601, 0.1001]"
2021-03-31,131787.91,True,"IUSN.DE, INDA, EWT, EWY, XLC, XLF, KBE, XLE, XOP, XBI, SOXX, IGV, CIBR, BOTZ, LIT, DBA, COPX",17,0.013,normal,"rebalance: BOTZ peso=0.0786 fuera de [0.0088, 0.0488]"
2021-04-30,137750.81,True,"IUSN.DE, INDA, EWT, EWY, XLC, KBE, XLE, XOP, IYT, XBI, SOXX, CIBR, LIT, COPX",14,0.0196,normal,"rebalance: BOTZ peso=0.0283 fuera de [0.0000, 0.0200]"
