Ticker,Composite_Score,Prior_pi,View_Q,Confidence,mu_BL
IWDA.L,0.078672,0.046119,0.068147,0.3271,0.053885
VGK,0.071572,0.050949,0.070989,0.3247,0.031066
EWJ,-0.24548,0.053364,-0.015371,0.3846,0.00921
IUSN.DE,0.07024,0.046848,0.066515,0.3242,0.055196
IEMA.L,-0.132694,0.04754,0.010386,0.3457,0.019686
MCHI,1.45762,0.051607,0.459741,0.8024,0.152994
EWZ,-1.189402,0.052217,-0.280816,0.7099,-0.051042
INDA,-1.17461,0.041469,-0.287422,0.7048,-0.087286
EWT,-0.309413,0.057917,-0.028719,0.4066,0.016744
EWY,-0.974767,0.065059,-0.207876,0.636,-0.032854
XLY,0.55798,0.06993,0.226164,0.4923,0.09636
XLC,0.962566,0.056718,0.326237,0.6318,0.130821
XLF,0.826288,0.052609,0.28397,0.5848,0.111457
KBE,0.308111,0.058506,0.144777,0.4062,0.083134
XLE,-0.061617,0.04186,0.024607,0.3212,0.00982
XOP,-0.48602,0.048213,-0.087873,0.4675,-0.002177
XLI,0.197882,0.055625,0.111032,0.3682,0.045393
IYT,0.066796,0.053647,0.07235,0.323,0.068812
XLB,-0.286577,0.051798,-0.028443,0.3988,0.022417
ITB,-1.324804,0.057362,-0.313583,0.7566,-0.083404
XLV,-0.2449,0.036036,-0.032536,0.3844,0.009843
XBI,-0.882648,0.060201,-0.18694,0.6042,-0.034128
XLP,0.094172,0.032343,0.058711,0.3325,0.048885
XLU,0.146751,0.038677,0.079767,0.3506,0.052275
XLK,-0.159466,0.069363,0.024712,0.355,0.051663
SOXX,-0.958703,0.079527,-0.18891,0.6304,0.002114
IGV,0.2749,0.07639,0.153362,0.3947,0.127374
CIBR,0.555269,0.066563,0.222039,0.4914,0.0927
BOTZ,-0.247742,0.071436,0.002068,0.3854,0.063598
VNQ,-0.032608,0.046544,0.037414,0.3112,0.043067
LIT,0.189649,0.048488,0.10159,0.3654,0.063304
GLD,0.595942,0.033278,0.200142,0.5054,0.065895
SLV,0.084512,0.043393,0.067057,0.3291,0.059477
DBA,0.47793,0.029703,0.163523,0.4647,0.050725
COPX,-0.863964,0.07319,-0.16872,0.5978,-0.006253
TLT,-0.147145,0.030369,-0.010831,0.3507,0.023936
IEF,0.033574,0.027748,0.037149,0.3116,0.026845
TIP,0.146553,0.027812,0.068847,0.3505,0.035077
HYG,0.256838,0.033299,0.105214,0.3885,0.046179
LQD,0.061673,0.030111,0.047379,0.3213,0.029388
EMB,0.214974,0.032394,0.092586,0.3741,0.042465
BITO,1.740877,0.078038,0.565483,0.9,0.27438
