Date,Portfolio Value,Rebalance,Selected ETFs,N ETFs,Weight XEON,Regime,Reason
2020-01-31,100000.0,True,"IWDA.L, VGK, EWJ, MCHI, EWT, XLC, XLF, KBE, ITB, XLV, XBI, XLK, SOXX, GLD, SLV",15,0.0052,normal,"rebalance: EWJ peso=0.0000 fuera de [0.0262, 0.0662]"
2020-02-28,93552.14,True,"IWDA.L, VGK, MCHI, EWT, EWY, XLC, XLF, XLI, ITB, XLV, XLP, XLU, XLK, SOXX, IGV, BOTZ, LIT, GLD",18,0.0038,normal,"rebalance: BOTZ peso=0.0000 fuera de [0.0097, 0.0497]"
2020-03-31,79669.45,True,"IWDA.L, MCHI, EWT, XLC, ITB, XLV, XBI, XLK, SOXX, IGV, BOTZ, LIT, GLD, DBA, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,crisis,"rebalance: DBA peso=0.0000 fuera de [0.0207, 0.0607]"
2020-04-30,87207.68,True,"IWDA.L, EWJ, MCHI, EWT, XLC, XLV, XBI, XLP, XLK, SOXX, IGV, CIBR, BOTZ, GLD, DBA, TLT, IEF, TIP, HYG, LQD",20,0.0,crisis,"rebalance: CIBR peso=0.0000 fuera de [0.0049, 0.0449]"
2020-05-29,90233.51,True,"MCHI, EWT, XLY, XLC, XLV, XBI, XLP, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, DBA, TLT, IEF, TIP, HYG, LQD",20,0.0,caution,"rebalance: DBA peso=0.1034 fuera de [0.0465, 0.0865]"
2020-06-30,92711.57,True,"IWDA.L, EWJ, MCHI, XLY, XLC, XLV, XLP, XLU, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, TLT, IEF, TIP, HYG, LQD",20,0.0,caution,"rebalance: DBA peso=0.0639 fuera de [0.0000, 0.0200]"
2020-07-31,98972.08,True,"IWDA.L, EWT, XLY, XLC, XLB, XLV, XBI, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: EMB peso=0.0000 fuera de [0.0833, 0.1233]"
2020-08-31,102511.28,True,"EWT, XLY, XLC, XLB, ITB, XLV, XLP, XLK, SOXX, IGV, CIBR, BOTZ, LIT, GLD, TLT, IEF, TIP, HYG, LQD, EMB",20,0.0,normal,"rebalance: EWT peso=0.0409 fuera de [0.0681, 0.1081]"
2020-09-30,101652.18,True,"IWDA.L, XLY, XLC, IYT, XLB, ITB, XLK, SOXX, IGV, CIBR, BOTZ, LIT, SLV, COPX",14,0.0103,normal,"rebalance: COPX peso=0.0000 fuera de [0.1090, 0.1490]"
2020-10-30,101534.57,True,"INDA, EWT, EWY, XLY, XLI, IYT, XLB, ITB, XBI, SOXX, IGV, BOTZ, LIT, SLV, COPX",15,0.0092,normal,"rebalance: BOTZ peso=0.0307 fuera de [0.0470, 0.0870]"
2020-11-30,114606.44,True,"IEMA.L, MCHI, INDA, EWT, EWY, XLY, XLI, IYT, XLB, ITB, XLU, SOXX, BOTZ, LIT, SLV, COPX",16,0.0095,normal,"rebalance: COPX peso=0.0926 fuera de [0.1093, 0.1493]"
2020-12-31,123968.39,True,"IEMA.L, INDA, EWT, EWY, XLY, XLI, IYT, XLB, ITB, XBI, SOXX, BOTZ, LIT, COPX",14,0.0055,normal,"rebalance: EWT peso=0.0300 fuera de [0.0305, 0.0705]"
2021-01-29,125391.39,True,"IEMA.L, EWZ, INDA, EWT, EWY, KBE, XLI, IYT, ITB, XBI, XLP, SOXX, CIBR, BOTZ, LIT, SLV, COPX",17,0.0132,normal,"rebalance: CIBR peso=0.0000 fuera de [0.0427, 0.0827]"
2021-02-26,130812.78,True,"EWJ, IUSN.DE, IEMA.L, INDA, EWT, EWY, KBE, XBI, SOXX, CIBR, BOTZ, LIT, COPX",13,0.0126,normal,"rebalance: BOTZ peso=0.0596 fuera de [0.0798, 0.1198]"
2021-03-31,130945.66,True,"IUSN.DE, IEMA.L, INDA, EWT, EWY, XLC, XLF, KBE, XLE, XOP, XBI, SOXX, IGV, CIBR, BOTZ, LIT, DBA, COPX",18,0.0159,normal,"rebalance: BOTZ peso=0.0981 fuera de [0.0098, 0.0498]"
2021-04-30,136911.67,True,"IUSN.DE, INDA, EWT, EWY, XLC, KBE, XLE, XOP, XLI, IYT, XBI, XLK, SOXX, CIBR, LIT, COPX",16,0.0056,normal,"rebalance: BOTZ peso=0.0294 fuera de [0.0000, 0.0200]"
